업체명,품목명,주소,대표전화번호,시도명,시군구명
롯데슈퍼 연수점,"쌀, 부식류, 생필품 등",인천광역시 연수구 원이재로 59(동춘동),032-815-8114,인천광역시,연수구
남동농협 하나로마트,"쌀, 부식류, 생필품 등",인천광역시 남동구 장승로 28,032-460-6705,인천광역시,남동구
남동정수사업소,식수,인천시 남동구 장수동 668번지 ,032-720-2650,인천시,남동구
부평농협 하나로마트,"쌀, 부식류, 생필품 등",인천광역시 부평구 길주로 597(갈산동),032-500-2558,인천광역시,부평구
홈플러스 작전점,"쌀, 부식류, 생필품 등",인천광역시 계양구 계양대로 27(작전동),032-540-8000,인천광역시,계양구
이마트 계양점,"쌀, 부식류, 생필품 등",인천광역시 계양구 봉오대로 785(작전동),032-717-1234,인천광역시,계양구
홈플러스 인천가좌점,"쌀, 부식류, 생필품 등",인천광역시 서구 가정로151번길 11(가좌동),032-453-8124,인천광역시,서구
이마트 인천검단점,"쌀, 부식류, 생필품 등",인천광역시 서구 서곶로 754(당하동),032-440-1051,인천광역시,서구
롯데마트 인천청라점,"쌀, 부식류, 생필품 등",인천광역시 서구 청라커낼로 252(청라동),032-590-2521,인천광역시,서구
홈플러스 인천청라점,"쌀, 부식류, 생필품 등",인천광역시 서구 중봉대로 587(경서동),032-723-8925,인천광역시,서구
롯데마트 검단점,"쌀, 부식류, 생필품 등",인천광역시 서구 원당대로 581(마전동),032-560-2524,인천광역시,서구
하나로마트 강화농협농산물직판장,"쌀, 부식류, 생필품 등",인천광역시 강화군 강화읍 중앙로 68,032-934-0901,인천광역시,강화군
플러스마트 강화점,"쌀, 부식류, 생필품 등",인천광역시 강화군 강화읍 남문로 7,032-934-8262,인천광역시,강화군
중앙마트,"쌀, 부식류, 생필품 등",인천광역시 강화군 강화읍 강화대로429,032-932-2015,인천광역시,강화군
이브자리 강화점,"담요, 전기매트 등",인천광역시 강화군 강화읍 강화대로 388,032-933-1888,인천광역시,강화군
한일자동펌프,양 수 기 등,인천광역시 강화군 강화읍강화대로284,032-932-3083,인천광역시,강화군
재 경 약 국,응급약품세트,인천광역시 강화군 강화읍강화대로412,032-934-4741,인천광역시,강화군
하나로마트 강화농협중앙지점,"쌀, 부식류, 생필품 등",인천광역시 강화군 강화읍 강화대로 391,032-934-0541,인천광역시,강화군
하나로마트 인천농협본점 ,"쌀, 부식류, 생필품 등",인천광역시 중구 인중로41번길 1(신흥동),032-760-1311,인천광역시,중구
이마트 동광주점,개별구호물품,광주광역시 동구 중앙로 358(계림동),062-519-1050,광주광역시,동구
전남농산물직판장,"생필품, 주부식류",광주광역시 서구 화정로 312(농성동),062-365-0226,광주광역시,서구
남광주농협,개별구호물품,광주광역시 남구 대남대로 169(주월동),062-600-3336,광주광역시,남구
장터마트,개별구호물품,광주광역시 북구 호동로 13(용봉동),062-262-2702,광주광역시,북구
한들마트,개별구호물품,광주광역시 광산구 내상로 3(송정동),062-945-5080,광주광역시,광산구
홈플러스 가오점,부식류 등(개별구호물품),대전광역시 동구 은어송로 72(가오동),042-281-8000,대전광역시,동구
농협 대전 농산물유통센터,부식류 등(개별구호물품),대전광역시 중구 대둔산로 199번길 43(산성동),042-580-5030,대전광역시,중구
홈플러스 둔산점,부식류 등(개별구호물품),대전광역시 서구 문예로 107,042-611-8121,대전광역시,서구
유성농협 하나로마트 궁동점,부식류 등(개별구호물품),대전광역시 유성구 농대로 13(궁동),042-822-2869,대전광역시,유성구
회덕농협 와동점,부식류 등(개별구호물품),대전광역시 대덕구 와동 372-3,042-622-9020,대전광역시,대덕구
신탄진농협,부식류 등(개별구호물품),대전광역시 대덕구 덕암동 60-6,042-931-5501,대전광역시,대덕구
홈플러스 울산점,"생수, 쌀, 부식류 등",울산광역시 중구 번영로 475,052-290-8124,울산광역시,중구
한사랑약국,응급의약품,"울산광역시 중구 번영로 475, 1층",052-296-9991,울산광역시,중구
희망약국,응급의약품,"울산광역시 중구 번영로 590, 103호",052-294-0906,울산광역시,중구
롯데마트 울산점,"수건, 가스버너, 취사도구 등",울산광역시 남구 삼산로 74,052-228-2521,울산광역시,남구
삼산현대약국,응급의약품,울산광역시 남구 삼산로중로 69,052-268-5666,울산광역시,남구
모여라마트,"생수, 쌀, 부식류 등",울산광역시 동구 월봉10길 19,052-201-8383,울산광역시,동구
팜플러스약국,응급의약품,울산광역시 동구 방어진순환도로 637,052-234-6664,울산광역시,동구
롯데마트 진장점,"생수, 쌀, 부식류 등",울산광역시 북구 진장유통로 64,052-240-2522,울산광역시,북구
느티나무약국,응급의약품,울산광역시 북구 진장유통로 90 농협울산유통센터 내,052-287-7320,울산광역시,북구
메가마트 언양점,"생수, 쌀, 부식류 등",울산광역시 울주군 삼남면 반구대로 612,052-255-6021,울산광역시,울주군
나이스 할인클럽,"생수, 쌀, 부식류 등",울산광역시 울주군 온산읍 덕망로 3,052-237-7111,울산광역시,울주군
임약국,응급의약품,울산광역시 울주군 언양읍 헌양길 46,052-262-0073,울산광역시,울주군
부산약국,응급의약품,울산광역시 울주군 온산읍 덕신로 258,052-238-6677,울산광역시,울주군
천사마트,"쌀, 부식류, 생필품 등",세종특별자치시 조치원읍 충현로 50,044-862-1004,세종특별자치시,조치원읍
세종중앙농협 나성지점,"쌀, 부식류, 생필품 등",세종특별자치시 나성로 96 더센트럴 1층,044-868-4538,세종특별자치시,나성로
뉴마트,"쌀, 부식류, 생필품 등",세종특별자치시 한누리대로 291,044-863-9458,세종특별자치시,한누리대로
이마트 세종점,"쌀, 부식류, 생필품 등",세종특별자치시 금송로 687(가람동),044-902-1251,세종특별자치시,금송로
조치원농협 하나로마트,"쌀, 부식류, 생필품 등",세종특별자치시 조치원읍 대첩로 5,044-865-2460,세종특별자치시,조치원읍
이마트에브리데이,"쌀, 부식류, 생필품 등",세종특별자치시 남세종로 469(소담동),044-417-6117,세종특별자치시,남세종로
홈플러스 조치원점,"쌀, 부식류, 생필품 등",세종특별자치시 조치원읍 허만석로 60,044-861-8124,세종특별자치시,조치원읍
이마트 광교점,"쌀, 부식류 등",경기도 수원시 영통구 광교로 191,031-328-9151,경기도,수원시
이마트 화정점,"쌀, 부식류 등",경기도 고양시 덕양구 백양로79,031-995-1050,경기도,고양시
㈜한울정보넷,"천막, 탁자, 의자 등",경기도 일산동구 일산로463번길 48-1,031-918-1244,경기도,일산동구
용인농협 파머스마켓,"생수, 쌀, 부식류 등",경기도 용인시 처인구 금령로55번길 16,031-321-7100,경기도,용인시
그랜드약국,응급의약품,경기도 용인시 처인구 금령로71번길 16,031-335-4996,경기도,용인시
농협성남농산물종합유통센터,"쌀, 부식류 등",경기도 성남시 분당구 성남대로43번길 11,031-738-9113,경기도,성남시
해인약국,응급의약품,경기도 성남시 분당구 양현로 310번길 7,031-8017-2243,경기도,성남시
부천농협하나로마트,"쌀, 부식류 등",경기도 부천시 신흥로 187,032-321-3675,경기도,부천시
정약국,응급의약품,경기도 부천시 길주로 221,032-327-8791,경기도,부천시
안산농협하나로마트,"쌀, 부식류 등",경기도 안산시 상록구 예술광장로 75,031-405-8511,경기도,안산시
농협하나로마트,"생수, 쌀, 부식류 등",경기도 화성시 남양읍 남양시장로 58-6,031-356-2905,경기도,화성시
동남마트,"쌀, 부식류 등",경기도 남양주시 홍유릉로 282,031-559-8863,경기도,남양주시
이마트 남양주점,"쌀, 부식류 등",경기도 남양주시 늘을2로 27,031-590-1051,경기도,남양주시
다보약국,응급의약품,경기도 남양주시 사릉로 431,031-573-9028,경기도,남양주시
관양할인마트,"쌀, 부식류, 생필품",경기도 안양시 동안구 관평로328번길 36,031-381-6161,경기도,안양시
우리마트,"쌀, 부식류, 생필품",경기도 안양시 만안구 석천로171번길 20,031-381-8185,경기도,안양시
신라약국,응급 의약품,경기도 안양시 동안구 관평로 227,031-381-1563,경기도,안양시
평택농협하나로마트,"쌀, 부식류 등",경기도 평택시 평택1로 45,031-8053-6850,경기도,평택시
롯데마트 의정부점,"쌀, 부식류 등",경기도 의정부시 산단로76번길116,031-850-2514,경기도,의정부시
롯데마트 장암점,"쌀, 부식류 등",경기도 의정부시 장곡로 224,031-849-2523,경기도,의정부시
장암프라자약국,응급의약품,경기도 의정부시 발곡로 34,031-826-5571,경기도,의정부시
광탄농협하나로마트,"쌀, 부식류 등",경기도 파주시 광탄면 신산리 366-1,031-947-7871,경기도,파주시
금촌코끼리약국,응급의약품,"경기도 파주시 시청로 2, 1층",031-948-8275,경기도,파주시
이마트 시화점,부식류 등,경기도 시흥시 정왕대로 210,031-496-4123,경기도,시흥시
굿마트,부식류 등,경기도 시흥시 시청로68번길 14,031-404-5949,경기도,시흥시
이마트 에브리데이,부식류 등,경기도 시흥시 새재로17번길 3,031-315-8364,경기도,시흥시
김포농협하나로마트,"쌀, 부식류 등",경기도 김포시 북변로 11,031-984-8251,경기도,김포시
주)팜스마트 사우점,"쌀, 부식류 등",경기도 김포시 사우로 15-9,031-997-3134,경기도,김포시
이마트 광명점,"생수, 쌀, 부식류 등",경기도 광명시 오리로970 (광명동) ,02-2627-6302,경기도,광명시
철산약국,응급의약품,경기도 광명시 오리로 857(철산동) ,02-2612-2342,경기도,광명시
크로바쇼핑,"쌀, 부식류 등",경기도 광주시 송정로 15(송정동),031-798-4141,경기도,광주시
럭키마트,"쌀, 부식류 등",경기도 군포시 산본천로 18,031-393-0189,경기도,군포시
이천농협,"쌀, 부식류 등",경기도 이천시 영창로 235(창전동),031-634-7164,경기도,이천시
콜마트,"쌀, 부식류 등",경기도 오산시 운천로115,031-373-0555,경기도,오산시
수협바다마트 신장점,"쌀, 부탄가스 등",경기도 하남시 대청로22번길 17,031-794-6114,경기도,하남시
양주농협하나로마트,"쌀, 부식류 등",경기도 양주시 고읍로 76,031-848-8460,경기도,양주시
광적농협하나로마트,"쌀, 부식류 등",경기도 양주시 광적면 가래비길 132,031-837-0083,경기도,양주시
상대유통,"쌀, 부식류 등","경기도 구리시 동구릉로136번길 90(인창동,구리농수산물수산2동 1층 21110호)",031-567-9500,경기도,구리시
농협하나로마트 수평점,"쌀, 부식류 등",경기도 구리시 이문안로 86,031-550-9364,경기도,구리시
안성농업협동조합,"쌀,부식류 등",경기도 안성시 중앙로 372번길 26,031-678-1880,경기도,안성시
포천농업협동조합,"식품류, 생필품 등",경기도 포천시 중앙로 175,031-534-1906,경기도,포천시
GS 슈퍼마켓 의왕점,쌀 및 부식류,경기도 의왕시 사천로 15,031-453-3067,경기도,의왕시
롯데마트 의왕점,쌀 및 부식류,경기도 의왕시 계원대학로 7,031-470-2520,경기도,의왕시
여주농협하나로마트,"쌀, 부식류 등",경기도 여주시 여흥로 47번길 8-16,031-883-3045,경기도,여주시
여주축협하나로마트,"쌀, 부식류 등",경기도 여주시 강변북로 50,031-886-2471,경기도,여주시
양평농협하나로마트,"쌀, 부식류 등",경기도 양평군 양평읍 남북로 96,031-775-0411,경기도,양평군
국민마트 동두천점,"쌀, 부식류 등",경기도 동두천시 장고갯로 50,031-867-8249,경기도,동두천시
농협하나로마트 동두천점,"쌀, 부식류 등",경기도 동두천시 중앙로 207,031-861-3304,경기도,동두천시
이마트 과천점,"쌀, 생수, 부식류 등",경기도 과천시 별양상가3로 11,02-6445-4123,경기도,과천시
하나로마트 과천점,"쌀, 생수, 부식류 등",경기도 과천시 별양로 178 ,02-500-3300,경기도,과천시
가평군농협하나로마트,"쌀, 부식류 등",경기도 가평군 가평읍 가화로 120,031-581-2390,경기도,가평군
연천농협하나로마트,"쌀, 부식류 등",경기도 연천군 연천읍 연천역로 11,031-834-2088,경기도,연천군
전곡농협하나로마트,"쌀, 부식류 등",경기도 연천군 전곡읍 평화로 557,031-830-3258,경기도,연천군
중앙약국,응급의약품,경기도 연천군 연천읍 연천로252번길 3,031-834-0124,경기도,연천군
춘천농협하나로마트 소양점,생필품 등,강원도 춘천시 소양로3가 110-1,033-253-8030,강원도,춘천시
원주원예 하나로클럽,생필품 등,강원도 원주시 무실로 182,033-749-8841,강원도,원주시
양돈농협하나로마트 신교동지점,생필품 등,강원도 강릉시 솔올로 9,033-655-2216,강원도,강릉시
강릉원마트,생필품 등,강원도 강릉시 성덕포남로 67,033-652-5466,강원도,강릉시
동해시청편의점,생필품 등,강원도 동해시 천곡로 77,033-532-6037,강원도,동해시
원마트,생필품 등,강원도 태백시 황지로 168,033-553-0788,강원도,태백시
속초농협하나로마트 엑스포점,생필품 등,강원도 속초시 동해대로 4202,033-630-1500,강원도,속초시
속초농협하나로마트 중앙시장점,생필품 등,강원도 속초시 중앙로147번길 16,033-633-1508,강원도,속초시
삼척농협하나로마트,생필품 등,강원도 삼척시 정상로 78,033-571-8915,강원도,삼척시
홍천내고향마트,"생필품 등(생수,쌀,부식,즉석식품,부탄가스,칫솔,화장지 등)",강원도 홍천군 홍천읍 희망로13길 9,033-433-0300,강원도,홍천군
델마트,생필품 등,강원도 횡성군 횡성읍 한우로 247,033-343-3341,강원도,횡성군
하나로마트 횡성농협본점,생필품 등,강원도 횡성군 횡성읍 문정로 46,033-344-2914,강원도,횡성군
롯데슈퍼 영월점,생필품 등,강원도 영월군 영월읍 단종로15번길 60-13,033-373-5601,강원도,영월군
평창축협 하나로마트,생필품 등,강원도 평창군 평창읍 백오로 9 ,033-334-2315,강원도,평창군
평창농협 하나로마트,생필품 등,강원도 평창군 평창읍 백오로 63,033-332-2533,강원도,평창군
하나로마트 진부농협점,생필품 등,강원도 평창군 진부면 진부중앙로 27,033-335-8244,강원도,평창군
K마트,생필품 등,강원도 정선군 정선읍 정선로 1255,033-563-4331,강원도,정선군
한일슈퍼마켓,생필품 등,강원도 정선군 정선읍 정선로 1341,033-563-0105,강원도,정선군
정선농협 하나로마트,생필품 등,강원도 정선군 정선읍 봉양7길 34,033-563-2346,강원도,정선군
동철원농협 하나로마트,생필품 등,강원도 철원군 갈말읍 삼부연로 17,033-452-6222,강원도,철원군
할렐루야 슈퍼,생필품 등,강원도 화천군 화천읍 산수화로1길 29,033-442-7800,강원도,화천군
양구농협하나로마트 정중앙점,생필품 등,강원도 양구군 양구읍 청춘로 73-20,033-481-2089,강원도,양구군
하나로마트 인제농협본점,생필품 등,강원도 인제군 인제읍 비봉로 23,033-461-2572,강원도,인제군
하나로마트 인제농협원통점,생필품 등,강원도 인제군 북면 원통로 164,033-461-3280,강원도,인제군
금강농협 파머스마켓,생필품 등,강원도 고성군 간성읍 간성북로7번길 15,033-681-2294,강원도,고성군
양양농협하나로마트,생필품 등,강원도 양양군 양양읍 남문5길 18,033-671-0071,강원도,양양군
양양축협하나로마트,생필품 등,강원도 양양군 양양읍 양양로 49,033-671-8868,강원도,양양군
이마트 청주점,"생수, 쌀 등",충청북도 청주시 서원구 청남로 1853 ,043-210-1051,충청북도,청주시
농협하나로클럽 청주점,"생수, 쌀 등",충청북도 청주시 상당구 무농정로 32,043-290-0143,충청북도,청주시
하나로마트 충북원예농협 본점,"생수, 쌀, 부식 등",충청북도 충주시 번영대로 225,043-850-5934,충청북도,충주시
제천농협 하나로마트,"생수, 쌀, 부식 등",충청북도 제천시 숭문로 92,043-653-8071,충청북도,제천시
보은농협 하나로마트,"치약, 물티슈, 쌀, 부식류 등",충청북도 보은군 보은읍 보은로 143,043-544-0771,충청북도,보은군
삼산약국,"모기약, 반창고 등",충청북도 보은군 보은읍 보은로 104,043-544-3375,충청북도,보은군
해림상회,전기매트(한파 시),충청북도 보은군 보은읍 삼산로3길 3,043-544-2328,충청북도,보은군
옥천농협 하나로마트,"생수, 쌀, 부식 등",충청북도 옥천군 옥천읍 삼금로 21,043-730-6087,충청북도,옥천군
㈜엘마트,"생수, 쌀, 부식 등",충청북도 옥천군 옥천읍 금장로 114,043-732-6650,충청북도,옥천군
㈜제이마트,"생수, 쌀, 부식 등",충청북도 옥천군 옥천읍 관성로 5,043-731-8832,충청북도,옥천군
영동농협 하나로마트,"생수, 쌀, 부식 등",충청북도 영동군 영동읍 난계로 1194,043-740-8080,충청북도,영동군
㈜현대쇼핑,"생수, 쌀, 부식 등",충청북도 영동군 영동읍 계산로 40,043-744-2200,충청북도,영동군
증평농협 하나로마트(중앙점),생필품류,충청북도 증평군 증평읍 역전로 31,043-836-4165,충청북도,증평군
증평농협 하나로마트(본점),생필품류,충청북도 증평군 증평읍 광장로 27,043-838-5459,충청북도,증평군
증평농협 하나로마트(도안지점),생필품류,충청북도 증평군 증평읍 화성로 96,043-836-8032,충청북도,증평군
GS리테일 증평점,생필품류,충청북도 증평군 증평읍 창신로 54,043-836-6711,충청북도,증평군
남한강마트진천점,"생수, 쌀, 부식 등",충청북도 진천군 진천읍 대촌1길 1,043-536-1249,충청북도,진천군
화랑마트,"생수, 쌀, 부식 등",충청북도 진천군 진천읍 남산길 64,043-533-4444,충청북도,진천군
괴산농협 하나로마트,"생수, 쌀, 부식 등",충청북도 괴산군 괴산읍 읍내로 272-5,043-834-0371,충청북도,괴산군
음성농협 하나로마트,"생수, 쌀, 부식 등",충청북도 음성군 음성읍 설성로 69,043-872-6520,충청북도,음성군
생극농협 하나로마트,"생수, 쌀, 부식 등",충청북도 음성군 생극면 음성로 1665-3,043-877-4781,충청북도,음성군
대소농협 하나로마트,"생수, 쌀, 부식 등",충청북도 음성군 대소면 오태로 154,043-881-7344,충청북도,음성군
단양농협 하나로마트,"생수, 쌀, 부식 등",충청북도 단양군 단양읍 삼봉로 287,043-422-3408,충청북도,단양군
종합마트식품,"식품, 부탄가스, 쌀 , 생필품 ",충청남도 천안시 동남구 개목4길 8,041-576-6621,충청남도,천안시
드림마트,생필품,충청남도 공주시 오거리길 6(봉황동),041-858-4688,충청남도,공주시
대천농협 하나로마트,"생수, 쌀, 즉석식품, 부식 등 생필품, 전자제품 등",충청남도 보령시 남대천로 50,041-935-0148,충청남도,보령시
홈플러스 보령점,"생수, 쌀, 즉석식품, 부식 등 생필품, 전자제품 등",충청남도 보령시 명암1길 17,041-939-8114,충청남도,보령시
롯데마트 아산점,"식품,부탄가스",충청남도 아산시 번영로 225,041-537-2500,충청남도,아산시
이마트 아산점,"생수쌀,부식류,살균표백제 즉석식품,분유세트,기저귀,모기약등",충청남도 아산시 온천대로 1678,041-422-1053,충청남도,아산시
아산원예농협하나로클럽(모종),양곡 및 생필품,충청남도 아산시 모종로 49,041-532-8008,충청남도,아산시
아산원예농협하나로클럽(방축),일용품 세트,충청남도 아산시 온천대로 1336,041-538-5000,충청남도,아산시
서산축협,"식료품, 생필품",충청남도 서산시 고운로 157,041-665-7501,충청남도,서산시
논산계룡축산농협 본점  ,"생수,쌀,부식류,부탄가스,살균표백제,즉석식품,분유세트,기저귀,모기약등",충청남도 논산시 시민로194번길 1,041-730-2263,충청남도,논산시
논산계룡농협연산점,식료품등 잡기,충청남도 논산시 연산면 황산벌로 1446,041-734-2480,충청남도,논산시
홈플러스 계룡점,"생수,쌀,부식류,부탄가스,살균표백제,즉석식품,분유세트,기저귀,모기약등",충청남도 계룡시 계룡대로 304,042-840-8000,충청남도,계룡시
롯데마트,"생수,쌀,부식류,부탄가스,살균표백제,즉석식품,분유세트,기저귀,모기약등",충청남도 당진시 정안로 20 롯데마트,041-832-2500,충청남도,당진시
GS슈퍼마켓,"생수,쌀,부식류,부탄가스,살균표백제,즉석식품,분유세트,기저귀,모기약등",충청남도 당진시 당진중앙2로 185-50,041-357-8260,충청남도,당진시
하나로마트 당진농협,"쌀, 생수, 부식류 등 생필품",충청남도 당진시 당진중앙1로 136,041-352-4708,충청남도,당진시
송악농협하나로 마트,"쌀, 생수, 부식류 등 생필품",충청남도 당진시 송악읍 기지시1길 181,041-356-4003,충청남도,당진시
큰길천막,천막 등,충청남도 금산군 금산읍 비호로 40,041-752-5775,충청남도,금산군
금산코아마트,생필품,충청남도 금산군 금산읍 후곤천길 73,041-752-2008,충청남도,금산군
금산농협하나로마트 비호점,생필품,충청남도 금산군 금산읍 비단로 326,041-751-9340,충청남도,금산군
부여농업협동조합,생필품,충청남도 부여군 부여읍 사비로100번길 9,041-835-8000,충청남도,부여군
서천축협 장항 하나로마트,식료품 및 생필품 등,충청남도 서천군 장항읍 장항로 207,041-956-7872,충청남도,서천군
장항농협 하나로마트,식료품 및 생필품 등,충청남도 서천군 장항읍 신창동로 30,041-957-2267,충청남도,서천군
서천축협 본소하나로마트,식료품 및 생필품 등,충청남도 서천군 서천읍 서천로 160,041-953-2220,충청남도,서천군
서천농협 서부하나로마트,식료품 및 생필품 등,충청남도 서천군 서천읍 송신로 17,041-953-2461,충청남도,서천군
동서천농협 화양지소 하나로마트,식료품 및 생필품 등,충청남도 서천군 화양면 옥포길 17,041-951-1584,충청남도,서천군
동서천농협 하나로마트,식료품 및 생필품 등,충청남도 서천군 기산면 기산길 68,041-951-6623,충청남도,서천군
한산농협 하나로마트,식료품 및 생필품 등,충청남도 서천군 한산면 한산모시길 32-4,041-951-0282,충청남도,서천군
동서천농협 마산지소 하나로마트,식료품 및 생필품 등,충청남도 서천군 마산면 삼일로 273,041-953-1688,충청남도,서천군
서천농협 문산지소 하나로마트,식료품 및 생필품 등,충청남도 서천군 문산면 신농길 19,041-952-4020,충청남도,서천군
판교농협 하나로마트,식료품 및 생필품 등,충청남도 서천군 판교면 종판로 897,041-951-5526,충청남도,서천군
서서천농협 하나로마트,식료품 및 생필품 등,충청남도 서천군 비인면 비인로 199-1,041-952-8101,충청남도,서천군
서서천농협 하나로마트 서면점,식료품 및 생필품 등,충청남도 서천군 서면 서인로 754,041-951-8108,충청남도,서천군
청양농협 하나로마트,"생필품, 식음료 등",충청남도 청양군 청양읍 문화예술로 72,041-943-9288,충청남도,청양군
홍성 농협 하나로마트,"쌀, 생수, 부식류 등 생필품",충청남도 홍성군 홍성읍 조양로 151,041-630-4000,충청남도,홍성군
홍성 축협 하나로마트,"쌀, 생수, 부식류 등 생필품",충청남도 홍성군 홍성읍 내포로 139,041-631-8100,충청남도,홍성군
그랜드마트,"쌀, 생수, 부식류 등 생필품",충청남도 홍성군 홍성읍 조양로 18,041-633-6420,충청남도,홍성군
예산농협 하나로마트,"쌀, 생수, 부식류 등 생필품",충청남도 예산군 예산읍 벚꽃로 139-22,041-335-1100,충청남도,예산군
예산축협 하나로마트 신읍내점,"쌀, 생수, 부식류 등 생필품",충청남도 예산군 예산읍 천변로202,041-332-7810,충청남도,예산군
무지개마트신례원점,"쌀, 생수, 부식류 등 생필품",충청남도 예산군 예산읍 신례원로 230,041-335-9220,충청남도,예산군
삽교농협 하나로마트,"쌀, 생수, 부식류 등 생필품",충청남도 예산군 삽교읍 삽교로107,041-337-2080,충청남도,예산군
신양농협 하나로마트 산정점,"쌀, 생수, 부식류 등 생필품",충청남도 예산군 대술면 차동로 1003,041-332-7085,충청남도,예산군
신양농협 하나로마트,"쌀, 생수, 부식류 등 생필품",충청남도 예산군 신양면 청신로 373,041-333-7080,충청남도,예산군
광시농협 하나로마트,"쌀, 생수, 부식류 등 생필품",충청남도 예산군 광시면 예당로 149,041-332-1080,충청남도,예산군
예산농협 하나로마트 대흥점,"쌀, 생수, 부식류 등 생필품",충청남도 예산군 대흥면 중리길 45,041-332-0080,충청남도,예산군
예산농협 하나로마트 대률점,"쌀, 생수, 부식류 등 생필품",충청남도 예산군 대흥면 형제고개로 492-2,041-334-5080,충청남도,예산군
삽교농협 하나로마트 응봉점,"쌀, 생수, 부식류 등 생필품",충청남도 예산군 응봉면 응봉로 152,041-333-0080,충청남도,예산군
덕산농협 하나로마트,"쌀, 생수, 부식류 등 생필품",충청남도 예산군 덕산면 예덕로 3,041-337-4082,충청남도,예산군
덕산농협 하나로마트나 박소점,"쌀, 생수, 부식류 등 생필품",충청남도 예산군 덕산면 수덕사로 659,041-337-6080,충청남도,예산군
고덕농협 하나로마트,"쌀, 생수, 부식류 등 생필품",충청남도 예산군 고덕면 황금뜰로 220,041-337-8040,충청남도,예산군
신암농협 하나로마트,"쌀, 생수, 부식류 등 생필품",충청남도 예산군 신암면 추사로 109,041-332-9080,충청남도,예산군
오가농협 하나로마트,"쌀, 생수, 부식류 등 생필품",충청남도 예산군 오가면 오가중앙로 80,041-332-8080,충청남도,예산군
진흥할인마트,"생수,쌀,부식류,부탄가스,살균표백제,즉석식품,분유세트,기저귀,모기약등",충청남도 태안군 태안읍 군청10길 12,041-674-4414,충청남도,태안군
소원농협하나로마트,"생수,쌀,부식류,부탄가스,살균표백제,즉석식품,분유세트,기저귀,모기약등",충청남도 태안군 소원면 신덕길 18-1,041-672-5902,충청남도,태안군
원북농협하나로마트,"생수,쌀,부식류,부탄가스,살균표백제,즉석식품,분유세트,기저귀,모기약등",충청남도 태안군 원북면 상리길 7,041-672-3406,충청남도,태안군
근흥농협하나로마트,"생수,쌀,부식류,부탄가스,살균표백제,즉석식품,분유세트,기저귀,모기약등",충청남도 태안군 근흥면 근흥로 700,041-673-9045,충청남도,태안군
안면농협하나로마트,"생수,쌀,부식류,부탄가스,살균표백제,즉석식품,분유세트,기저귀,모기약등",충청남도 태안군 안면읍 장터로 136-5,041-673-4093,충청남도,태안군
태안농협하나로마트,"생수,쌀,부식류,부탄가스,살균표백제,즉석식품,분유세트,기저귀,모기약등",충청남도 태안군 태안읍 중앙로 170,041-673-9231,충청남도,태안군
우성정마트,"쌀, 부식류, 생수, 생필품 등",전라북도 전주시 덕진구 벚꽃로 57,063-253-2117,전라북도,전주시
Y식자재마트 우성아파트 상가 지하1층,"쌀, 부식류, 생수, 생필품 등",전라북도 전주시 완산구 중화산로 55,063-226-6297,전라북도,전주시
두별마트,"생수, 쌀, 부식 등",전라북도 군산시 양안로 137,063-453-4989,전라북도,군산시
우리마트,"생수, 쌀, 부식 등",전라북도 군산시 오룡로 62-1,063-471-5000,전라북도,군산시
롯데마트 익산점,"생필품, 식료품 등",전라북도 익산시 무왕로 1053,063-830-2520,전라북도,익산시
이마트 익산점,"생필품, 식료품 등",전라북도 익산시 평동로 705,063-860-1051,전라북도,익산시
남중하나마트,"생필품, 식료품 등",전라북도 익산시 선화로 225,063-855-2930,전라북도,익산시
엉터리마트,"생수, 쌀, 부식류, 부탄가스, 생필품 등",전라북도 정읍시 충정로 51,063-532-7773,전라북도,정읍시
