업체명,품목명,주소,대표전화번호,시도명,시군구명
마트짱,생필품류,전라북도 남원시 시청로 37-1(향교동),063-625-4200,전라북도,남원시
(유)신화,주식류(쌀),전라북도 김제시 순동 황산로 38,063-547-4022,전라북도,김제시
만경공장,주식류(쌀),전라북도 김제시 만경읍 몽포길 52-6,063-542-5006,전라북도,김제시
부량공장,주식류(쌀),전라북도 김제시 부량면 고잔길 46,063-546-9130,전라북도,김제시
청운주유소,유류(석유),전라북도 김제시 용지면 콩쥐팥쥐로 717,063-546-8251,전라북도,김제시
참고을 김제점,"부식류(된장, 간장, 고추장)",전라북도 김제시 순동산단1길 28-17,063-547-6941,전라북도,김제시
농협목우촌 김제육가공장,수육통조림,전라북도 김제시 금구면 구성길 630,063-540-6605,전라북도,김제시
장터마트,"생수, 쌀, 부식류, 부탄가스, 생필품 등",전라북도 완주군 봉동읍 낙평장기로 58,063-263-4939,전라북도,완주군
하나로마트 진안농협 본점,"생수, 쌀, 부식류, 부탄가스, 생필품 등",전라북도 진안군 진안읍 진무로 1150,063-430-3650,전라북도,진안군
킹할인마트,부식류,전라북도 무주군 안성면 안성로 261,063-323-1185,전라북도,무주군
풀마트,"부식류, 세면도구, 생필품류",전라북도 무주군 무주읍 단천로 104,063-324-3773,전라북도,무주군
무주농협 무주지점 하나로마트,"생수, 쌀, 부식류, 부탄가스, 생필품류",전라북도 무주군 무주읍 당산강변로 196,063-322-1343,전라북도,무주군
구천동농협 구천지점 하나로마트,"생수, 쌀, 부식류, 부탄가스, 생필품류",전라북도 무주군 설천면 구천동1로 15,063-324-4602,전라북도,무주군
구천동농협 무풍지점 하나로마트,"생수, 쌀, 부식류, 부탄가스, 생필품류",전라북도 무주군 무풍면 현내로 183,063-324-4410,전라북도,무주군
무주농협 부남지점 하나로마트,"생수, 쌀, 부식류, 부탄가스, 생필품류",전라북도 무주군 부남면부남로 866-2,063-322-0046,전라북도,무주군
구천동농협 설천본점 하나로마트,"생수, 쌀, 부식류, 부탄가스, 생필품류",전라북도 무주군 설천면 삼도봉로 6,063-324-2501,전라북도,무주군
무주농협 적상지점 하나로마트,"생수, 쌀, 부식류, 부탄가스, 생필품류",전라북도 무주군 적상면 적상산로 48,063-324-5509,전라북도,무주군
무주농협 안성지점 하나로마트,"생수, 쌀, 부식류, 부탄가스, 생필품류",전라북도 무주군 안성면 안성로 280,063-323-2401,전라북도,무주군
반딧불마트,"부식류, 생필품류",전라북도 무주군 무주읍 주계로 32,063-322-5258,전라북도,무주군
유할인마트,"생수, 부식류",전라북도 무주군 안성면 안성로 290-1,063-323-0059,전라북도,무주군
킹할인마트,"생수, 부식류",전라북도 무주군 안성면 안성로 261,063-323-1185,전라북도,무주군
GS무주설천점,"세면도구, 생필품류",전라북도 무주군 설천면 무설로 1587,063-324-8111,전라북도,무주군
무주쌍방울점,속옷류,전라북도 무주군 무주읍 주계로 87-2,063-322-9586,전라북도,무주군
다사랑약국,의약품류,전라북도 무주군 안성면 안성로 295,063-323-0401,전라북도,무주군
설천약국,의약품류,전라북도 무주군 설천면 무설로 1588,063-324-9797,전라북도,무주군
장약국,의약품류,전라북도 무주군 무주읍 단천로 99,063-322-2243,전라북도,무주군
우리약국,의약품류,전라북도 무주군 무풍면 현내로 649-1,063-324-4451,전라북도,무주군
무주천막사,천막,전라북도 무주군 무주읍 주계로 83,063-322-3317,전라북도,무주군
농협 하나로 마트,"식료품, 생필품, 생수, 쌀 등",전라북도 장수군 장수읍 장천로 201,063-351-5169,전라북도,장수군
정마트,"생수, 쌀, 부식류, 부탄가스, 생필품 등",전라북도 임실군 임실읍 운수로 33,063-643-0777,전라북도,임실군
순창농협하나로마트,"생수, 쌀, 부식류, 부탄가스, 생필품 등",전라북도 순창군 순창읍 장류로 388,063-652-9961,전라북도,순창군
공무원연금매점,"생수, 쌀, 부식류, 부탄가스, 생필품 등",전라북도 순창군 순창읍 경천로 33,063-650-1982,전라북도,순창군
고창농협 하나로마트,식품 및 생필품,전라북도 고창군 고창읍 성산로 22,063-560-5707,전라북도,고창군
고창농협 고수지점,식품 및 생필품,전라북도 고창군 고수면 황산리 263-1,063-560-3463,전라북도,고창군
선운산농협 아산지점,식품 및 생필품,전라북도 고창군 아산면 녹두리 793,063-562-5007,전라북도,고창군
대성농협 성송지점,식품 및 생필품,전라북도 고창군 성송면 대성로 793,063-563-1023,전라북도,고창군
대성할인마트,식품 및 생필품,전라북도 고창군 무장면 무장읍성길 13-4,063-563-3115,전라북도,고창군
대산OK할인마트,식품 및 생필품,전라북도 고창군 대산면 대성로 233,063-564-3133,전라북도,고창군
해리농협 상하지점,식품 및 생필품,전라북도 고창군 상하면 상하로 58,063-563-0688,전라북도,고창군
고창농협 부안지점,식품 및 생필품,전라북도 고창군 부안면 인촌로 1250,063-562-2078,전라북도,고창군
해리농협 하나로마트,식품 및 생필품,전라북도 고창군 해리면 중앙로 72,063-563-6108,전라북도,고창군
해리농협 심원지점,식품 및 생필품,전라북도 고창군 심원면 심원로 199,063-563-5006,전라북도,고창군
흥덕농협 하나로마트,식품 및 생필품,전라북도 고창군 흥덕면 흥덕초등길 3,063-562-6323,전라북도,고창군
흥덕농협 성내지점,식품 및 생필품,전라북도 고창군 성내면 시기1길 57,063-560-1871,전라북도,고창군
흥덕농협 신림지점,식품 및 생필품,전라북도 고창군 신림면 신림로 160,063-562-4238,전라북도,고창군
선운산농협 공음지점,식품 및 생필품,전라북도 고창군 공음면 공음길 53,063-562-7889,전라북도,고창군
하나로마트 부안농협본점,"생수, 쌀, 부식류, 부탄가스, 생필품 등",전라북도 부안군 부안읍 번영로 140,063-581-1023,전라북도,부안군
OK슈퍼,"생수, 쌀, 부식류, 부탄가스, 생필품 등",전라남도 목포시 양을로 200-1(용당동),061-272-5633,전라남도,목포시
행복플러스마트,"생수, 쌀, 부식류, 부탄가스, 생필품 등",전라남도 여수시 시청로 34(학동),061-685-2040,전라남도,여수시
OK마트,"생수, 쌀, 부식류, 부탄가스, 생필품 등",전라남도 순천시 중앙2길 30,061-742-4104,전라남도,순천시
이루도매센터,"생수, 쌀, 부식류, 부탄가스, 생필품 등",전라남도 나주시 나주로 41-20(송월동),061-333-2418,전라남도,나주시
하나로마트 나주농협본점,"생수, 쌀, 부식류, 부탄가스, 생필품 등",전라남도 나주시 나주로 101(금성동),061-330-6521,전라남도,나주시
유아메디신,응급의약품,"전라남도 나주시 나주로 159(중앙동, 2층)",061-333-8230,전라남도,나주시
하나로마트 광양농협로컬푸드직매장본점,"생수, 쌀, 부식류, 부탄가스, 생필품 등",전라남도 광양시 광양읍 신재로 10,061-760-2275,전라남도,광양시
하나로마트 동광양농협본점,"생수, 쌀, 부식류, 부탄가스, 생필품 등",전라남도 광양시 중동로 32(중동),061-791-0700,전라남도,광양시
하나로마트 담양농협본점,"생수, 쌀, 부식류, 부탄가스, 생필품 등",전라남도 담양군 담양읍 죽향문화로 60,061-383-6669,전라남도,담양군
롯데슈퍼(전남곡성가맹점),"생수, 쌀, 부식류, 부탄가스, 생필품 등",전라남도 곡성군 곡성읍 군청로 47,061-363-2273,전라남도,곡성군
구례이마트,"생수, 쌀, 부식류, 부탄가스, 생필품 등",전라남도 구례군 구례읍 중앙로 22,061-780-4959,전라남도,구례군
하나로마트 구례축협본점,"생수, 쌀, 부식류, 부탄가스, 생필품 등",전라남도 구례군 구례읍 봉동길 9,061-782-2211,전라남도,구례군
하나로마트 고흥농협본점,"생수, 쌀, 부식류, 부탄가스, 생필품 등",전라남도 고흥군 고흥읍 여산당촌길 43,061-833-8005,전라남도,고흥군
하나로마트 녹동농협,"생수, 쌀, 부식류, 부탄가스, 생필품 등",전라남도 고흥군 도양읍 우주항공로 21,061-840-7743,전라남도,고흥군
고흥이마트,"생수, 쌀, 부식류, 부탄가스, 생필품 등",전라남도 고흥군 고흥읍 봉동주공길 18,061-834-2377,전라남도,고흥군
뉴고흥마트,"생수, 쌀, 부식류, 부탄가스, 생필품 등",전라남도 고흥군 고흥읍 시장천변길 29-16,061-835-8240,전라남도,고흥군
보성마트,"생수, 쌀, 부식류, 부탄가스, 생필품 등",전라남도 보성군 보성읍 우산길 3,061-853-0104,전라남도,보성군
하나로마트 화순농협본점,"생수, 쌀, 부식류, 부탄가스, 생필품 등",전라남도 화순군 화순읍 쌍충로 74,061-379-1500,전라남도,화순군
LD마트,"생수, 쌀, 부식류, 부탄가스, 생필품 등",전남 장흥군 장흥읍 동교2길 11,061-864-5511,전남,장흥군
강진농협 파머스마켓,생필품류,전라남도 강진군 강진읍 보은로 152,061-433-8422,전라남도,강진군
하나로마트 해남농협점,생필품류,전라남도 해남군 해남읍 남부순환로 86,061-536-3774,전라남도,해남군
명지마트,생필품류,전라남도 해남군 해남읍 교육청길 16-10,061-535-5454,전라남도,해남군
마운틴마트,생필품류,전라남도 해남군 해남읍 북부순환로 186,061-536-4063,전라남도,해남군
하나로마트 영암농협점,"생수, 쌀, 부식류, 부탄가스, 생필품 등",전라남도 영암군 영암읍 낭주로 132,061-470-8882,전라남도,영암군
하나로마트 영암축협점,"생수, 쌀, 부식류, 부탄가스, 생필품 등",전라남도 영암군 영암읍 월출로 6,061-470-1541,전라남도,영암군
하나로마트 무안농협본점,"부식류, 생필품 등",전라남도 무안군 무안읍 면성2길 28,061-454-0880,전라남도,무안군
뉴빅마트,"생수, 부탄가스 등",전라남도 무안군 무안읍 무안로 511,061-453-4636,전라남도,무안군
맘마트,"쌀, 부식류 등",전라남도 무안군 무안읍 불무로 19,061-452-8500,전라남도,무안군
하나로마트 함평농협본점,"생수, 쌀, 부식류, 부탄가스, 생필품 등",전라남도 함평군 함평읍 내바람길 42,061-323-2712,전라남도,함평군
나비마트,"생수, 쌀, 부식류, 부탄가스, 생필품 등",전라남도 함평군 함평읍 광남길 69-3,061-324-9960,전라남도,함평군
파머스마켓,부식류,전라남도 영광군 영광읍 옥당로 151,061-353-0166,전라남도,영광군
마트넷할인마트,"생수, 부식류, 부탄가스 등",전라남도 영광군 영광읍 중앙로 168,061-352-5993,전라남도,영광군
영광축협하나로마트클럽,"주방용품, 생필품 등",전라남도 영광군 영광읍 신남로4길 18,061-353-7990,전라남도,영광군
장성농협하나로마트,"생수, 쌀, 부식류, 부탄가스, 생필품 등",전라남도 장성군 장성읍 청운2길 7,061-393-9998,전라남도,장성군
장보고마트,"생수, 쌀, 부식류, 부탄가스, 생필품 등",전라남도 완도군 완도읍 장보고대로 170,061-554-0034,전라남도,완도군
하나로마트 진도농협점,"생수, 쌀, 부식류, 부탄가스, 생필품 등",전라남도 진도군 진도읍 남동1리 40-13,061-544-4237,전라남도,진도군
하나로마트 압해농협본점,"생수, 쌀, 부식류, 부탄가스, 생필품 등",전라남도 신안군 압해읍 압해로 871-4,061-271-0515,전라남도,신안군
영마트(구룡포점),생활용품,경상북도 포항시 남구 구룡포읍 구룡포리 459-20,054-276-8350,경상북도,포항시
에브리데이연일 식자재마트,생활용품,경상북도 포항시 남구 연일읍 연일중앙로 42,054-286-5100,경상북도,포항시
오천농협하나로마트,생활용품,경상북도 포항시 남구 오천읍 정몽주로 493,054-293-8980,경상북도,포항시
대송프라자,생활용품,경상북도 포항시 남구 대송면 제내길 29,054-285-9191,경상북도,포항시
빅마트(약전점),생활용품,경상북도 포항시 남구 동해면 일월로 119,054-272-0050,경상북도,포항시
올마트,생활용품,경상북도 포항시 남구 동해면 일월로 89,054-291-0101,경상북도,포항시
보경할인마트,생활용품,경상북도 포항시 남구 장기면 장기로 11,054-286-0582,경상북도,포항시
하나마트,생활용품,경상북도 포항시 남구 호미곶면 해맞이로 169,054-285-0111,경상북도,포항시
홈마트,생활용품,경상북도 포항시 남구 상공로 51-1,054-275-3181,경상북도,포항시
SP플러스(신풍마트),생활용품,경상북도 포항시 남구 중앙로 122번길 34,054-283-9490,경상북도,포항시
송도할인마트,생활용품,경상북도 포항시 남구 송림로 13(송도동),054-277-9242,경상북도,포항시
콜마트(청림점),생활용품,경상북도 포항시 남구 정몽주로 878,054-292-8066,경상북도,포항시
이마트포항점,생활용품,경상북도 포항시 남구 냉천로 10,054-223-1264,경상북도,포항시
R-마트,생활용품,경상북도 포항시 남구 효자동길 3,054-282-2678,경상북도,포항시
콜마트(대이점),생활용품,경상북도 포항시 남구 대이로 55-1,054-272-9002,경상북도,포항시
우리홈마트,생활용품,경상북도 포항시 북구 흥해읍 중성로32번길 9,054-262-1944,경상북도,포항시
신포항농협 신광지점 하나로마트,생활용품,경상북도 포항시 북구 신광면 토성길 42,054-243-7993,경상북도,포항시
신포항농협 하나로마트,생활용품,경상북도 포항시 북구 청하면 청하로 203,054-232-4172,경상북도,포항시
신포항농협 송라지점,생활용품,경상북도 포항시 북구 송라면 관천리 32,054-246-4640,경상북도,포항시
킴스마트,생활용품,경상북도 포항시 북구 기계면 협동길 8,054-241-6979,경상북도,포항시
서포항농협하나로마트 죽장점,생활용품,경상북도 포항시 북구 죽장면 새마을로 3604,054-242-3444,경상북도,포항시
서포항농협 기북지점 하나로마트,생활용품,경상북도 포항시 북구 기북면 용기길 1,054-240-0680,경상북도,포항시
한스마트,생활용품,경상북도 포항시 북구 대신로36번길 6,054-247-2022,경상북도,포항시
동아마트,생활용품,경상북도 포항시 북구 양학로 136,054-282-5232,경상북도,포항시
콜마트 ,생활용품,경상북도 포항시 북구 죽도로 28,054-283-0332,경상북도,포항시
우리마트,생활용품,경상북도 포항시 북구 대안길 65,054-231-5557,경상북도,포항시
월드마트,생활용품,경상북도 포항시 북구 우창로 10,054-256-1237,경상북도,포항시
GS수퍼마켓,생활용품,경상북도 포항시 북구 용두산길 3,054-251-4563,경상북도,포항시
리플러스마트 양덕점,생활용품,경상북도 포항시 북구 법원로 140번길 23,054-231-6800,경상북도,포항시
GS THE FRESH,생활용품,경상북도 포항시 북구 삼호로 422,054-251-9080,경상북도,포항시
총각네식자재마트,생필품 등,경상북도 경주시 원지길12번길 37,054-776-9199,경상북도,경주시
하나로마트김천농협점,생필품 등,경상북도 김천시 자산로 147,054-420-2200,경상북도,김천시
롯데마트김천점,생필품 등,경상북도 김천시 시청로 80,054-429-0800,경상북도,김천시
북문시장마트,식료품류,경상북도 안동시 퇴계로 140,054-857-1216,경상북도,안동시
한국종합주방,식기류,경상북도 안동시 광명로 143,054-852-5480,경상북도,안동시
㈜창성공조기계,난방열기기,경상북도 안동시 제비원로 140,054-853-3600,경상북도,안동시
명륜주유소,석유류,경상북도 안동시 퇴계로 134,054-859-8251,경상북도,안동시
경북천막사,천막,경상북도 안동시 대안로 110,054-855-2324,경상북도,안동시
중앙침구사,모포(이불),경상북도 안동시 중앙시장 4길26-37,054-853-6878,경상북도,안동시
삼성의류총판,의료,경상북도 안동시 중앙시장 4길26-41,054-855-1644,경상북도,안동시
파머스마켓,"생필품, 공산품",경상북도 구미시 산업로 310,054-456-7911,경상북도,구미시
이마트구미지점,"생필품, 공산품",경상북도 구미시 구미대로 256,054-467-1052,경상북도,구미시
파머스마켓,개별구호품,경상북도 영주시 구성로 25,054-639-3300,경상북도,영주시
역전주유소,유류,경상북도 영주시 선비로 39,054-631-2875,경상북도,영주시
삼양천막사,천막,경상북도 영주시 원당로 363,054-634-2978,경상북도,영주시
영천농업협동조합,취사도구 등,경상북도 영천시 완산로 48,054-334-3831,경상북도,영천시
신세계이마트영천점,취사도구 등,경상북도 영천시 최무선로 83,054-330-1200,경상북도,영천시
대경할인유통,취사도구 등,경상북도 영천시 동문길 30,054-333-7373,경상북도,영천시
소원약국,응급의약품,경상북도 영천시 호국로 93,054-332-7003,경상북도,영천시
하나로마트,생필품 등,경상북도 상주시 왕산로 85,054-533-8899,경상북도,상주시
새마을슈퍼,생필품 등,경상북도 문경시 중앙로 59,054-553-1222,경상북도,문경시
유한약국,응급의약품,경상북도 문경시 점촌로 23,054-556-6666,경상북도,문경시
이마트,생필품 등,경상북도 경산시 옥산로227,053-940-1051,경상북도,경산시
홍마트,생필품 등,경상북도 경산시 원효로 36길 49,053-818-4384,경상북도,경산시
파워식자재마트,"쌀, 부식류, 생필품 등",경상북도 군위군 군위읍 군청로 75,054-382-1237,경상북도,군위군
K마트,"쌀, 부식류, 생필품 등",경상북도 군위군 군위읍 중앙길 142,054-382-0440,경상북도,군위군
농협하나로클럽,"쌀, 부식류, 생필품 등",경상북도 군위군 효령면 경북대로 2185,054-380-5500,경상북도,군위군
의성농협하나로마트,"식품, 생필품 등",경상북도 의성군 의성읍 중앙길 6,054-830-2532,경상북도,의성군
의성후레쉬마트,"식품, 생필품 등",경상북도 의성군 의성읍 후죽리 836-13,054-834-7711,경상북도,의성군
안계농협하나로마트,"식품, 생필품 등",경상북도 의성군 안계면 안계길 124,054-861-0378,경상북도,의성군
단북농협하나로마트,"식품, 생필품 등",경상북도 의성군 단북면 이연리 743,054-861-0009,경상북도,의성군
청송홈마트,생필품,경상북도 청송군 청송읍 시장길 3,054-873-1231,경상북도,청송군
주왕양국,의약품,경상북도 청송군 청송읍 금월로 267,054-874-8089,경상북도,청송군
홈마트,생필품 등,경상북도 영양군 영양읍 중앙로 100,054-680-6901,경상북도,영양군
에이스마트,생필품 등,경상북도 영덕군 영덕읍 도매샛길 39,054-733-8540,경상북도,영덕군
경북천막사,천막,경상북도 청도군 청도읍 중앙로 30,054-373-6631,경상북도,청도군
청도의료기,응급의약품,경상북도 청도군 청도읍 고수구길 12-1,054-373-6370,경상북도,청도군
청도축협하나로마트,"쌀, 부식류, 생필품 등 개별구호물품",경상북도 청도군 청도읍 고수서4길1,054-373-5005,경상북도,청도군
산서농협하나로마트,"쌀, 부식류, 생필품 등 개별구호물품",경상북도 청도군 풍각면 헐티로 229,054-371-1768,경상북도,청도군
산동농협하나로마트,"쌀, 부식류, 생필품 등 개별구호물품",경상북도 청도군 금천면 금천로 35,054-372-3663,경상북도,청도군
대백마트,"식료품, 생필품 등",경상북도 고령군 대가야읍 우륵로 16-1,054-954-9800,경상북도,고령군
드림마트,"식료품, 생필품 등",경상북도 고령군 다산면 상곡2길 7,054-956-6565,경상북도,고령군
이마트에브리데이,"쌀, 부식류, 생필품 등 개별구호물품",성주군 성주읍 성주로 3246,054-931-9710,성주군,성주읍
성주농협하나로마트,"쌀, 부식류, 생필품 등 개별구호물품",성주군 성주읍 성주읍3길 28,054-933-1172,성주군,성주읍
농협하나로마트남부지점,생필품 등,경상북도 칠곡군 왜관읍 중앙로 143,054-970-6582,경상북도,칠곡군
예천농협하나로마트,"쌀, 부식류, 생필품 등 개별구호물품",경상북도 예천군 예천읍 시장로 53,054-652-0977,경상북도,예천군
풀마트봉화점,"쌀, 부식류, 생필품 등 개별구호물품",경상북도 봉화군 봉화읍 봉화로 1133,054-673-6767,경상북도,봉화군
월변마트,생필품,경상북도 울진읍 울진중앙로 36,054-783-3343,경상북도,울진읍
경북약국,의약품,경상북도 울진읍 울진중앙로 123-2,054-783-8280,경상북도,울진읍
하나로마트,생필품 등,경상북도 울릉읍 봉래2길 26,054-791-0166,경상북도,울릉읍
동양마트,"쌀, 생수, 부탄가스, 부식 등",경상남도 창원시 의창구 명지로 11 (명서동),055-238-6287,경상남도,창원시
남창원농협 농수산물종합유통센터,"쌀, 생수, 부탄가스, 부식 등",경상남도 창원시 성산구 가음로 100(가음동),055-286-1000,경상남도,창원시
365할인마트,"쌀, 생수, 부탄가스, 부식 등(소량)",경상남도 창원시 성산구 성주로 147(남산동),055-263-8822,경상남도,창원시
마산시농업협동조합 하나로마트,"쌀, 생수, 부탄가스, 부식 등",경상남도 창원시 마산합포구 해안대로 31(해운동),055-222-8049,경상남도,창원시
진해농협협동조합 하나로마트,"쌀, 생수, 부식 등",경상남도 창원시 진해구 진해대로776번길 28(석동),055-541-5200,경상남도,창원시
홈플러스 진주점,"쌀, 생수, 부탄가스, 부식 등",경상남도 진주시 대신로 304,055-771-8124,경상남도,진주시
이마트 진주점,"쌀, 생수, 부탄가스, 부식 등",경상남도 진주시 진양호로 477,055-749-1050,경상남도,진주시
롯데마트 진주점,"쌀, 생수, 부탄가스, 부식 등",경상남도 진주시 동진로 440,055-790-2580,경상남도,진주시
오렌지마트,"쌀, 생수, 부탄가스, 부식 등",경상남도 진주시 모덕로 89,055-757-3380,경상남도,진주시
뉴월드마트주식회사,"쌀, 생수, 부탄가스, 락스,  부식류 등",경상남도 통영시 북신시장1길 12(북신동),055-648-7703,경상남도,통영시
㈜롯데마트 통영점,"쌀, 생수, 부탄가스, 락스,  부식류 등",경상남도 통영시 무전대로 65(무전동),055-640-2522,경상남도,통영시
서원유통(주) 삼천포점,"쌀, 생수,  부식 등",경상남도 사천시 새시장길 19,055-835-4115,경상남도,사천시
김해축산농협 하나로마트 본점,"쌀, 생수, 부탄가스, 부식 등",경상남도 김해시 분성로308번길 18(서상동),055-310-5733,경상남도,김해시
김해축산농협 하나로마트 서부점,"쌀, 생수, 부탄가스, 부식 등",경상남도 김해시 함박로 4(외동),055-322-5312,경상남도,김해시
농협하나로클럽,"쌀, 생수, 부탄가스, 부식 등",경상남도 김해시 칠산로 128(신문동),055-310-7011,경상남도,김해시
필프라이스삼광점,"쌀, 생수, 부탄가스, 부식 등",경상남도 밀양시 석정로 115,055-354-3572,경상남도,밀양시
단골약국,"연고, 밴드, 구급상자 등",경상남도 밀양시 북성로 10,055-354-1578,경상남도,밀양시
연초농협 하나로마트 본점,"쌀, 라면, 생수, 부탄가스, 부식 등",경상남도 거제시 연초면 거제북로 26-1,055-636-0778,경상남도,거제시
하나로마트 양산축협중부지점,"쌀, 생수, 라면, 햇반 등",경상남도 양산시 장터2길 4,055-385-3000,경상남도,양산시
농협하나로마트 의령점,"쌀, 생수, 부탄가스, 부식 등",경상남도 의령군 의령읍 의병로14길 29,055-572-9500,경상남도,의령군
함안축협하나로마트,"생수, 부식류, 생필품",경상남도 함안군 가야읍 함안대로 524,055-584-2180,경상남도,함안군
㈜트라이얼코리아 함안점,"생수, 부식류, 생필품",경상남도 함안군 가야읍 함마대로 1636-16,055-585-3792,경상남도,함안군
그린DC마트,"생수, 부식류, 생필품",경상남도 함안군 칠원읍 삼칠로 147,055-586-2222,경상남도,함안군
진마트 창녕점,"쌀, 생수, 부탄가스, 부식 등",경상남도 창녕군 창녕읍 명덕로 27,055-532-6641,경상남도,창녕군
고성축산업협동조합하나로마트,"쌀, 생수, 부탄가스, 부식 등",경상남도 고성군 고성읍 성내로 47(외 1필지),055-673-4666,경상남도,고성군
하나로마트 남해농협,"쌀, 생수, 부탄가스, 부식 등",경상남도 남해군 남해읍 화전로122번길 2 남해농협,055-864-3324,경상남도,남해군
하나로마트 남해축협본점,"쌀, 생수, 부탄가스, 부식 등",경상남도 남해군 남해읍 화전로78번가길 9 남해축협,055-863-4081,경상남도,남해군
남해도매유통,"쌀, 생수, 부탄가스, 부식 등",경상남도 남해군 남해읍 망운로 54-35,055-864-7633,경상남도,남해군
홈마트,"쌀, 생수, 부탄가스, 부식 등",경상남도 남해군 남해읍 화전로13,055-864-8585,경상남도,남해군
농협하나로마트(하동),"쌀, 생수, 부탄가스, 부식 등",경상남도 하동군 하동읍 중앙1길 16 ,055-880-8367,경상남도,하동군
농협하나로마트(화개),"쌀, 생수, 부탄가스, 부식 등",경상남도 하동군 화개면 화개로 38 ,055-880-4912,경상남도,하동군
농협하나로마트(악양),"쌀, 생수, 부탄가스, 부식 등",경상남도 하동군 악양면 악양서로 384 ,055-884-6860,경상남도,하동군
농협하나로마트(적량),"쌀, 생수, 부탄가스, 부식 등",경상남도 하동군 적량면 적량로 99,055-884-6695,경상남도,하동군
농협하나로마트(횡천),"쌀, 생수, 부탄가스, 부식 등",경상남도 하동군 횡천면 문화1길 5,055-880-4517,경상남도,하동군
농협하나로마트(고전),"쌀, 생수, 부탄가스, 부식 등",경상남도 하동군 고전면 재첩길 5-4,055-882-5011,경상남도,하동군
농협하나로마트(금남),"쌀, 생수, 부탄가스, 부식 등",경상남도 하동군 금남면 제먼당길 89 ,055-880-4016,경상남도,하동군
농협하나로마트(고남),"쌀, 생수, 부탄가스, 부식 등",경상남도 하동군 금남면 섬진강대로 961,055-880-4074,경상남도,하동군
농협하나로마트(금성),"쌀, 생수, 부탄가스, 부식 등",경상남도 하동군 금성면 신도길 127 ,055-880-4074,경상남도,하동군
농협하나로마트(진교),"쌀, 생수, 부탄가스, 부식 등",경상남도 하동군 진교면 경충로 1059 ,055-880-4142,경상남도,하동군
농협하나로마트(양보),"쌀, 생수, 부탄가스, 부식 등",경상남도 하동군 양보면 진양로 739 ,055-880-4113,경상남도,하동군
농협하나로마트(북천),"쌀, 생수, 부탄가스, 부식 등",경상남도 하동군 북천면 경서대로 2463,055-882-9100,경상남도,하동군
농협하나로마트(옥종),"쌀, 생수, 부탄가스, 부식 등",경상남도 하동군 옥종면 옥종중앙길 52-3,055-883-8744,경상남도,하동군
농협하나로마트  산청읍점,"쌀, 라면, 즉석식품, 생수, 부탄가스, 부식 등",경상남도 산청군 산청읍 웅석봉로 3,055-970-2581,경상남도,산청군
함양농협 하나로마트,"쌀, 생수, 부탄가스, 부식 등 생필품",경상남도 함양군 함양읍 함양로 1119-1,055-964-0835,경상남도,함양군
거창축협하나로마트 본점,"쌀, 생수, 부탄가스, 부식 등",경상남도 거창군 거창읍 강변로8길 32-22,055-943-9589,경상남도,거창군
대백마트 상림점,"쌀, 생수, 부탄가스, 부식 등",경상남도 거창군 거창읍 공수들1길 87,055-945-7000,경상남도,거창군
하나로마트 합천농협본점,"쌀, 생수, 부탄가스, 부식 등",경상남도 합천군 합천읍 대야로 904,055-932-0830,경상남도,합천군
롯데슈퍼 합천점,"쌀, 생수, 부탄가스, 부식 등",경상남도 합천군 합천읍 충효로 39,055-931-5601,경상남도,합천군
제주시농협 하나로마트 제주점,"생수, 쌀, 부식류, 생필품 등",제주특별자치도 제주시 남광로206,064-729-1551,제주특별자치도,제주시
제주시농협 하나로마트 한림점,"생수, 쌀, 부식류, 생필품 등",제주특별자치도 제주시 한림읍 한림상로 101,064-795-2005,제주특별자치도,제주시
김녕킹마트,"생수, 쌀, 부식류, 생필품 등",제주특별자치도 제주시 김녕로124,064-784-8789,제주특별자치도,제주시
서귀포산림조합 산림마트,"생수, 쌀, 부식류, 생필품 등",제주특별자치도 서귀포시 중산간동로 8462-2,064-739-9544,제주특별자치도,서귀포시
